X,Y,OBJECTID,NAME,CARES Classroom,In Person Learning,ADDRESS,FACUSE,LEVEL_,STATUS,PHONE,TOTAL_STUD,SSL,GIS_ID,WEB_URL,BLDG_NUM,SCH_PROG,CAPITALGAINS,CAPACITY,YEAR_BUILT,SQUARE_FOOTAGE,POPULATION_PLAN,LONGITUDE,LATITUDE,SCHOOL_YEA,LEA_NAME,LEA_ID,SCHOOL_NAM,SCHOOL_ID,GRADES,MAR_ID,XCOORD,YCOORD,ZIPCODE,PK3,PK4,UN_CE,FACILITY_ID
-77.02944558,38.92920603,22,Tubman Elementary School,TRUE,FALSE,3101 13TH STREET NW,Elementary School,ES,Active,202-673-7285,542, ,dcps_328,http://profiles.dcps.dc.gov/tubman,328,328,N,607,1970,66600,450,-77.0294433,38.92919857,2020-2021,District of Columbia Public Schools,1,Tubman Elementary School,328,PK3-5th,294555,397447.02,140146.96,20010,39,34,,DGS_0471.0
-77.03586059,38.92955223,23,Columbia Heights Education Campus 6–8 (CHEC),FALSE,FALSE,3101 16TH STREET NW,Education Campus,MS,Active,202-939-7700,1336, ,dcps_475,http://www.checdc.org,442,475,N,,,,,-77.03585831,38.92954477,2020-2021,District of Columbia Public Schools,1,Columbia Heights Education Campus,442,6th-12th,234375,396890.8,140185.59,20010,,,4,DGS_0472.0
-76.99824126,38.84245063,24,King Elementary School,TRUE,FALSE,3200 6TH STREET SE,Elementary School,ES,Active,202-939-4900,374, ,dcps_344,http://profiles.dcps.dc.gov/King+Elementary+School,344,344,N,525,1971,65500,400,-76.99823899,38.84244319,2020-2021,District of Columbia Public Schools,1,King Elementary School,344,PK3-5th,294557,400152.88,130516.03,20032,26,51,,DGS_0481.0
-76.98031219,38.84764272,25,Turner Elementary School,TRUE,FALSE,3264 STANTON ROAD SE,Elementary School,ES,Active,202-645-3470,484, ,dcps_329,http://www.myschooldc.org/schools/profile/116/,329,329,N,,1965,77700,,-76.98031323,38.84763644,2020-2021,District of Columbia Public Schools,1,Turner Elementary School,329,PK3-5th,294561,401708.96,131092.7,20032,34,49,,DGS_0499.0
-76.98340084,38.84165284,26,Malcolm X Elementary School @ Green,FALSE,FALSE,1500 MISSISSIPPI AVENUE SE,Elementary School,ES,Active,202-645-3409,237, ,dcps_308,http://profiles.dcps.dc.gov/Malcolm+X+Elementary+School+%40+Green,308,308,N,571,1973,110800,400,-76.98339857,38.8416454,2020-2021,District of Columbia Public Schools,1,Malcolm X Elementary School @ Green,308,PK3-5th,294523,401441.25,130427.6,20032,26,26,,DGS_0313.0
-76.92232439,38.89679061,106,Woodson High School,FALSE,FALSE,540 55TH STREET NE,High School,HS,Active,202-724-4632,634, ,dcps_426,http://www.hdwoodsonwarriors.org/,464,425,N,1085,1967,156000,450,-76.92232826,38.89678662,2020-2021,District of Columbia Public Schools,1,H.D. Woodson High School,464,9th-12th,309633,406737.85,136551.42,20016,,,8,DGS_0681.0
-77.0777775,38.9501636,107,Wilson High School,FALSE,FALSE,3950 CHESAPEAKE STREET NW,High School,HS,Active,202-282-0120,1750,,dcps_463,http://www.wilsonhs.org/,463,463,N,1485,1935,271300,1600,-77.0777757,38.95015672,2020-2021,District of Columbia Public Schools,1,Woodrow Wilson High School,463,9th-12th,294587,393258.18,142475.96,20016,,,5,DGS_0551.0
-77.07907609,38.9230521,108,Stoddert Elementary School,TRUE,FALSE,4001 CALVERT STREET NW,Elementary School,ES,Active,202-671-6030,435, ,dcps_321,http://www.stoddert.org,321,321,N,213,1932,17400,325,-77.0790738,38.92304465,2020-2021,District of Columbia Public Schools,1,Stoddert Elementary School,321,PK4-5th,224730,393143.05,139466.38,20007,,20,,DGS_0578.0
-77.01958053,38.96729201,109,Early College Academy at Coolidge High School,FALSE,FALSE,6315 5TH STREET NW,High School/Specialized,HS,Active,202-671-6080,547, ,dcps_456,http://www.coolidgeshs.org/,455,455,N,1240,1940,271300,1100,-77.01957835,38.96728457,2020-2021,District of Columbia Public Schools,1,Coolidge High School,455,9th-12th,294615,398303.3,144374.62,20012,,,,DGS_0710.0
-77.01812758,38.87952285,110,Amidon-Bowen Elementary School,TRUE,FALSE,401 I STREET SW,Elementary School,ES,Active,202-724-4867,350, ,dcps_203,http://profiles.dcps.dc.gov/Amidon-Bowen+Elementary+School,203,203,N,438,1960,70800,400,-77.0181253,38.8795154,2020-2021,District of Columbia Public Schools,1,Amidon-Bowen Elementary School,203,PK3-5th,294482,398427.29,134631.47,20024,24,34,,DGS_0566.0
-76.97080704,38.85174082,111,Garfield Elementary School,TRUE,FALSE,2435 ALABAMA AVENUE SE,Elementary School,ES,Active,202-671-6140,301, ,dcps_238,http://www.myschooldc.org/schools/profile/37/,238,238,N,446,1977,58908,400,-76.97080478,38.85173338,2020-2021,District of Columbia Public Schools,1,Garfield Elementary School,238,PK3-5th,278160,402534.22,131547.71,20020,22,32,,DGS_0421.0
-77.01391814,38.90419954,112,Walker-Jones Education Campus,TRUE,FALSE,1125 NEW JERSEY AVENUE NW,Education Campus,EC,Active,202-939-5934,451, ,dcps_332,http://walkerjoneseducampus.org/,332,332,N,,,,,-77.01391569,38.90419198,2020-2021,District of Columbia Public Schools,1,Walker-Jones Education Campus,332,PK3-8th,307735,398792.97,137370.7,20001,39,40,,DGS_0195.0
-76.99204393,38.88109181,113,Tyler Elementary School,TRUE,FALSE,1001 G STREET SE,Elementary School,ES,Active,202-939-4810,514, ,dcps_330,http://www.tylerelementary.net,330,330,N,452,1949,69600,400,-76.99204166,38.88108436,2020-2021,District of Columbia Public Schools,1,Tyler Elementary School,330,PK3-5th,294505,400690.52,134805.51,20003,61,75,,DGS_0726.0
-77.04818875,38.89813157,114,School Without Walls High School,FALSE,FALSE,2130 G STREET NW,High School/Specialized,HS,Active,202-645-9690,585, ,dcps_466,http://www.swwhs.org/,466,466,N,,1935,47200,,-77.04818647,38.89812412,2020-2021,District of Columbia Public Schools,1,School Without Walls High School,466,9th-12th,242528,395820.01,136698.13,20037,,,,DGS_0388.0
-76.99535684,38.85976954,115,Excel Academy,TRUE,FALSE,2501 MARTIN LUTHER KING JR AVENUE SE,Education Campus,EC,Active,202-373-0097,,,dcps_981,http://www.excelpcs.org,318,,,,,,,-76.995355,38.859762,2020-2021,District of Columbia Public Schools,1,Excel Academy PCS,318,PK3-8th,278172,400403.19,132438.56,20020,,,,DGS_0782.0
-76.98850304,38.9041252,116,Wheatley Education Campus,TRUE,FALSE,1299 NEAL STREET NE,Education Campus,EC,Active,202-939-5970,321, ,dcps_335,http://profiles.dcps.dc.gov/Wheatley+Education+Campus,335,335,N,625,1960,103700,400,-76.98850077,38.90411774,2020-2021,District of Columbia Public Schools,1,Wheatley Education Campus,335,PK3-8th,294512,400997.43,137362.43,20002,24,33,,DGS_0262.0
-76.99184516,38.92518544,117,Noyes Elementary School,TRUE,FALSE,2725 10TH STREET NE,Elementary School,ES,Active,202-281-2580,197, ,dcps_290,http://profiles.dcps.dc.gov/Noyes+Elementary+School,290,290,N,,,,,-76.99184288,38.92517798,2020-2021,District of Columbia Public Schools,1,Noyes Elementary School,290,PK3-5th,289594,400707.33,139700.26,20018,18,17,,DGS_0444.0
-77.02397925,38.92384021,118,Benjamin Banneker High School,FALSE,FALSE,800 EUCLID STREET NW,High School/Specialized,HS,Active,202-671-6320,482, ,dcps_402,http://www.benjaminbanneker.org/,402,402,N,620,1939,180000,500,-77.02397697,38.92383276,2020-2021,District of Columbia Public Schools,1,Benjamin Banneker High School,402,9th-12th,294496,397920.84,139551.17,20001,,,,DGS_0737.0
-76.92446143,38.90057322,119,Burrville Elementary School,TRUE,FALSE,801 DIVISION AVENUE NE,Elementary School,ES,Active,202-671-6020,325, ,dcps_221,http://www.burrvillees.org/,221,221,N,322,1980,95000,450,-76.92445918,38.90056577,2020-2021,District of Columbia Public Schools,1,Burrville Elementary School,221,PK3-5th,289787,406552.65,136970.78,20019,36,56,,DGS_0740.0
-76.97066932,38.90260634,120,Browne Education Campus,TRUE,FALSE,850 26TH STREET NE,Education Campus,EC,Active,202-671-6210,309, ,dcps_404,http://profiles.dcps.dc.gov/Browne+Education+Campus,404,404,Y,835,1932,215400,750,-76.97066706,38.90259888,2020-2021,District of Columbia Public Schools,1,Browne Education Campus,404,PK3-8th,294501,402544.36,137194.17,20002,30,35,,DGS_0422.0
-77.02643494,38.93581867,121,Raymond Elementary School,TRUE,FALSE,915 SPRING ROAD NW,Elementary School,ES,Active,202-576-6236,613, ,dcps_302,http://raymondeducationcampus.org/,302,302,N,,,,,-77.02643266,38.93581121,2020-2021,District of Columbia Public Schools,1,Raymond Education Campus,302,PK3-8th,226682,397708.28,140880.94,20010,43,58,,DGS_0788.0
-77.10052962,38.92680929,122,Key Elementary School,TRUE,FALSE,5001 DANA PLACE NW,Elementary School,ES,Active,202-729-3280,397, ,dcps_272,http://keyschooldc.org/dcps/,272,272,N,,1929,,,-77.10052732,38.92680184,2020-2021,District of Columbia Public Schools,1,Key Elementary School,272,PK4-5th,294605,391283.15,139885.29,20016,,41,,DGS_0653.0
-77.04683431,38.90317005,123,Stevens Early Learning Center,FALSE,FALSE,1050 21ST STREET NW,Specialized School,AC,Active,202-698-0677,,,dcps_983,https://www.myschooldc.org/schools/profile/432,,,,,,,,-77.046832,38.903163,2020-2021,District of Columbia Public Schools,1,Stevens Early Learning Center,0,PK3-PK4,294506,395937.79,137257.38,20036,,,,N/A
-77.00146212,38.88480866,67,Brent Elementary School,TRUE,TRUE,301 NORTH CAROLINA AVENUE SE,Elementary School,ES,Active,202-698-3363,404, ,dcps_212,http://brentelementary.org/,212,212,N,276,1968,47500,325,-77.00145985,38.88480121,2020-2021,District of Columbia Public Schools,1,Brent Elementary School,212,PK3-5th,294479,399873.34,135218.08,20003,31,36,,DGS_0504.0
-77.06582343,38.93273453,68,Eaton Elementary School,FALSE,FALSE,3301 LOWELL STREET NW,Elementary School,ES,Active,202-282-0103,477, ,dcps_232,http://www.eatondc.org/,232,232,N,418,1911,49100,400,-77.06582114,38.93272707,2020-2021,District of Columbia Public Schools,1,Eaton Elementary School,232,PK4-5th,294562,394293.04,140540.3,20008,,36,,DGS_0507.0
-76.95718055,38.88331065,69,Kimball Elementary School,TRUE,TRUE,3375 MINNESOTA AVENUE SE,Elementary School,ES,Active,202-671-6260,313,831,dcps_259,http://profiles.dcps.dc.gov/Kimball+Elementary+School+%40+Davis,259,259,N,474,,,400,-76.957178,38.883303,2020-2021,District of Columbia Public Schools,1,Kimball Elementary School,259,PK3-5th,294565,403715.39,135052.66,20019,,,,DGS_0186.0
-76.99924574,38.87680356,70,Van Ness Elementary School,TRUE,FALSE,1150 5TH STREET SE,Elementary School,ES,Active,202-698-3818,171,,dcps_972,http://vannesselementary.org/,331,,,,,,,-76.999244,38.87679645,2020-2021,District of Columbia Public Schools,1,Van Ness Elementary School,331,PK3-2nd,294508,400065.6,134329.49,20003,43,37,,DGS_0770.0
-77.02777869,38.94361598,71,MacFarland Middle School,FALSE,FALSE,4400 IOWA AVENUE NW,Middle School,MS,Active,202-671-6033,69,,dcps_973,http://profiles.dcps.dc.gov/MacFarland+Middle+School,420,,,,,,,-77.02777641,38.94360856,2020-2021,District of Columbia Public Schools,1,MacFarland Middle School,420,6th-7th,294595,397592.04,141746.55,20011,,,,DGS_0613.0
-76.99106177,38.93848313,72,Brookland Middle School,FALSE,FALSE,1150 MICHIGAN AVENUE NE,Middle School,MS,Active,202-576-6095,254, ,dcps_975,https://brooklandms.wordpress.com/,347,975,N,,,,,-76.991059,38.938476,2020-2021,District of Columbia Public Schools,1,Brookland Middle School,347,6th-8th,294507,400775.13,141176.41,20017,,,,DGS_0235.0
-76.9299499,38.90542278,73,Houston Elementary School,FALSE,FALSE,1100 50TH PLACE NE,Elementary School,ES,Active,202-671-6170,299, ,dcps_251,http://www.myschooldc.org/schools/profile/44/,251,251,N,507,1962,59900,325,-76.92994765,38.90541532,2020-2021,District of Columbia Public Schools,1,Houston Elementary School,251,PK3-5th,156316,406076.15,137508.74,20019,30,35,,DGS_0219.0
-77.01777936,38.94823841,74,Barnard Elementary School,FALSE,FALSE,430 DECATUR STREET NW,Elementary School,ES,Active,202-576-1100,649, ,dcps_205,http://www.myschooldc.org/schools/profile/7/,205,205,N,387,2003,,,-77.01777708,38.94823095,2020-2021,District of Columbia Public Schools,1,Barnard Elementary School,205,PK3-5th,248305,398458.99,142259.46,20011,61,85,,DGS_0605.0
-77.00848698,38.8269738,75,Patterson Elementary School,TRUE,FALSE,4399 SOUTH CAPITOL TERRACE SW,Elementary School,ES,Active,202-939-5280,394, ,dcps_294,http://www.myschooldc.org/schools/profile/82/,294,294,N,,2004,78300,368,-77.00848471,38.82696636,2020-2021,District of Columbia Public Schools,1,Patterson Elementary School,294,PK3-5th,301073,399263.25,128798.03,20032,34,44,,DGS_0608.0
-77.02920217,38.94304002,76,Roosevelt High School,FALSE,FALSE,4301 13TH STREET NW,High School,HS,Active,202-576-6130,668, ,dcps_459,http://profiles.dcps.dc.gov/Roosevelt+High+School,459,459,N,1055,1932,331900,1100,-77.029197,38.943029,2020-2021,District of Columbia Public Schools,1,Roosevelt High School,459,9th-12th,252605,397468.88,141682.3,20011,,,7,DGS_0610.0
-76.93847089,38.89356149,77,Smothers Elementary School,TRUE,FALSE,4400 BROOKS STREET NE,Elementary School,ES,Active,202-939-3600,253, ,dcps_322,http://www.myschooldc.org/schools/profile/104/,322,322,N,332,1923,43000,325,-76.93846864,38.89355404,2020-2021,District of Columbia Public Schools,1,Smothers Elementary School,322,PK3-5th,294596,405337.95,136191.51,20019,31,39,,DGS_0612.0
-77.0878285,38.93429976,78,Mann Elementary School,TRUE,FALSE,4430 NEWARK STREET NW,Elementary School,ES,Active,202-282-0126,379, ,dcps_273,http://www.horacemanndc.org/,273,273,N,,,,,-77.08782619,38.93429231,2020-2021,District of Columbia Public Schools,1,Mann Elementary School,273,PK4-5th,294597,392385.28,140715.66,20016,,40,,DGS_0616.0
-76.93993693,38.88724765,79,Plummer Elementary School,TRUE,FALSE,4601 TEXAS AVENUE SE,Elementary School,ES,Active,202-939-4360,391, ,dcps_299,http://profiles.dcps.dc.gov/Plummer+Elementary+School,299,299,N,,,,,-76.93993468,38.8872402,2020-2021,District of Columbia Public Schools,1,Plummer Elementary School,299,PK3-5th,19536,405211.23,135490.54,20019,26,38,,DGS_0202.0
-76.97845864,38.93351012,80,Burroughs Elementary School,TRUE,FALSE,1820 MONROE STREET NE,Elementary School,ES,Active,202-576-6150,290, ,dcps_220,http://www.jbecstem.com/,220,220,Y,474,1980,63900,450,-76.97845637,38.93350266,2020-2021,District of Columbia Public Schools,1,Burroughs Elementary School,220,PK3-5th,294530,401867.9,140624.56,20018,23,44,,DGS_0356.0
-77.02270946,38.91515274,81,Cleveland Elementary School,FALSE,FALSE,1825 8TH STREET NW,Elementary School,ES,Active,202-939-4380,321, ,dcps_224,http://clevelandesdc.org/,224,224,N,,1911,54427,276,-77.02270718,38.91514529,2020-2021,District of Columbia Public Schools,1,Cleveland Elementary School,224,PK3-5th,294531,398030.71,138586.76,20001,38,37,,DGS_0357.0
-76.97898018,38.89243895,82,Eliot-Hine Middle School,FALSE,FALSE,1830 CONSTITUTION AVENUE NE,Middle School,MS,Active,202-939-5380,200, ,dcps_407,http://www.eliothinemiddleschool.org/,407,407,Y,850,1931,155100,450,-76.97897792,38.89243149,2020-2021,District of Columbia Public Schools,1,Eliot-Hine Middle School,407,6th-8th,286499,401823.73,136065.31,20002,,,,DGS_0359.0
-76.97708412,38.92471162,83,Langdon Elementary School,TRUE,FALSE,1900 EVARTS STREET NE,Elementary School,ES,Active,202-576-6048,323, ,dcps_262,http://profiles.dcps.dc.gov/Langdon+Elementary+School,262,262,N,528,1930,101400,450,-76.97708185,38.92470416,2020-2021,District of Columbia Public Schools,1,Langdon Elementary School,262,PK3-5th,294532,401987.32,139647.88,20018,35,38,,DGS_0786.0
-76.98362343,38.86605014,84,Ketcham Elementary School,TRUE,FALSE,1919 15TH STREET SE,Elementary School,ES,Active,202-698-1122,309, ,dcps_257,http://profiles.dcps.dc.gov/Ketcham+Elementary+School,257,257,N,461,1909,88300,325,-76.98362116,38.86604269,2020-2021,District of Columbia Public Schools,1,Ketcham Elementary School,257,PK3-5th,286537,401421.44,133135.87,20020,29,40,,DGS_0364.0
-77.06861619,38.91551649,85,Fillmore Arts Center (West),FALSE,FALSE,1819 35TH STREET NW,Specialized School,AC,Active,202-729-3796,374, ,dcps_923,http://www.fillmoreartscenter.org/,0,0,N,,,,,-77.0686139,38.91550903,2020-2021,District of Columbia Public Schools,1,Hardy Middle School,0,6th-8th,274432,394049.46,138629.13,20007,,,,N/A
-76.98499763,38.94202006,86,Bunker Hill Elementary School,FALSE,FALSE,1401 MICHIGAN AVENUE NE,Elementary School,ES,Active,202-576-6095,195, ,dcps_346,http://profiles.dcps.dc.gov/Bunker+Hill+Elementary+School,219,346,N,,,,,-76.98499564,38.94201247,2020-2021,District of Columbia Public Schools,1,Bunker Hill Elementary School,219,PK3-5th,286131,401300.77,141569.11,20017,23,22,,DGS_0301.0
-77.01927002,38.96686282,87,Ida B. Wells Middle School,FALSE,FALSE,405 SHERIDAN STREET NW,Middle School,MS,Active,202-671-0693,,,dcps_974,http://nms.sdmf.schoolfusion.us/,1071,,,,,,,-77.019268,38.966855,2020-2021,District of Columbia Public Schools,1,New North Middle School,1071,6th-8th,319880,398330.22,144326.94,20011,,,,N/A
-77.02575069,38.91755256,88,Shaw Middle School,FALSE,FALSE,2001 10TH STREET NW,Middle School,MS,Not Open,202-673-7329,,,dcps_971,http://dcatlas.dcgis.dc.gov/schoolprofile/schools.aspx,0,,,,,,,-77.02574879,38.91754511,2020-2021,District of Columbia Public Schools,1,Shaw Middle School,0, ,294533,397767,138853.23,20001,,,,N/A
-76.92611775,38.88360628,89,C.W. Harris Elementary School,TRUE,FALSE,301 53RD STREET SE,Elementary School,ES,Active,202-645-3188,285, ,dcps_247,http://cwharriselementary.org/,247,247,N,461,1964,56000,325,-76.9261155,38.88359883,2020-2021,District of Columbia Public Schools,1,C.W. Harris Elementary School,247,PK3-5th,289801,406410.5,135087.2,20019,19,37,,DGS_0455.0
-77.03586059,38.92955223,90,Columbia Heights Education Campus 9–12 (CHEC),FALSE,FALSE,3101 16TH STREET NW,Education Campus,HS,Active,202-939-7700,1336, ,dcps_976,http://www.checdc.org,442,475,N,,,,,-77.03585831,38.92954477,2020-2021,District of Columbia Public Schools,1,Columbia Heights Education Campus,442,6th-12th,234375,396890.8,140185.59,20010,,,4,DGS_0472.0
-77.03054352,38.94470237,91,Dorothy I. Height Elementary School,TRUE,FALSE,1300 ALLISON STREET NW,Elementary School,ES,Active,202-723-4100,518,,dcps_977,http://www.dorothyheightes.org/,349,,,,,,,-77.030541,38.9447,2020-2021,District of Columbia Public Schools,1,Dorothy I. Height Elementary School,349,PK3-5th,255251,397352.45,141867.84,20011,52,86,,DGS_0775.0
-77.07008152,38.95294098,92,Murch Elementary School,TRUE,FALSE,4810 36TH STREET NW,Elementary School,ES,Active,202-282-0130,572,803,dcps_287,http://www.murchschool.org,287,287,N,,,,,-77.070079,38.952934,2020-2021,District of Columbia Public Schools,1,Murch Elementary School,287,PK4-5th,294602,393925.57,142783.67,20008,,60,,DGS_0638.0
-77.06454016,38.90802709,93,Hyde-Addison Elementary School,TRUE,FALSE,3219 O STREET NW,Elementary School,ES,Active,202-282-0170,329,830,dcps_252,http://profiles.dcps.dc.gov/Hyde-Addison+Elementary+School,252,,,,,,,-77.064538,38.90802,2020-2021,District of Columbia Public Schools,1,Hyde-Addison Elementary School,252,PK3-5th,294558,394402.37,137797.48,20007,16,40,,DGS_0427.0
-77.04055575,38.93432583,94,Bancroft Elementary School,TRUE,FALSE,1755 NEWTON STREET NW,Elementary School,ES,Active,202-673-7280,530,,dcps_204,http://www.bancroftelementary.org,204,,,,,,,-77.040553,38.934318,2020-2021,District of Columbia Public Schools,1,Bancroft Elementary School,204,PK3-5th,294528,396483.93,140715.67,20010,44,58,,DGS_0343.0
-76.93761855,38.87907575,95,Bard High School Early College DC,FALSE,FALSE,4430 H STREET SE,High School/Specialized,HS,Active,202-898-4664,,,dcps_982,https://www.myschooldc.org/schools/profile/415,,,N,,,,,-76.937616,38.879068,2020-2021,District of Columbia Public Schools,1,Bard High School Early College DC,1058,9th-12th,294598,405412.99,134583.53,20019,,,,N/A
-76.93270664,38.9065616,96,Ron Brown College Preparatory High School,FALSE,FALSE,4800 MEADE STREET NE,High School/Specialized,HS,Active,202-729-4343,105,,dcps_980,http://profiles.dcps.dc.gov/Ron+Brown+College+Preparatory+High+School,436,,,,,,,-76.932705,38.906563,2020-2021,District of Columbia Public Schools,1,Ron Brown College Preparatory High School,436,9th-11th,294601,405836.91,137635.93,20019,,,,DGS_0637.0
-76.95896613,38.89524929,97,River Terrace Education Campus,FALSE,FALSE,405 Anacostia Ave NE,Special Education,EC,Active,202-442-7111,131,5,dcps_978,http://profiles.dcps.dc.gov/River+Terrace+Education+Campus,304,,,,,,,-76.95896387,38.8952415,2020-2021,District of Columbia Public Schools,1,River Terrace Education Campus,304,SPED,313230,403559.87,136377.87,20019,,,82,DGS_0184.0
-76.97638118,38.88343836,98,Inspiring Youth Program,FALSE,FALSE,1901 D STREET SE,Youth Engagement,YE,Active,202-698-5978,,,dcps_947,http://profiles.dcps.dc.gov/Inspiring+Youth+Program,480, ,N,,,,,-76.97637892,38.88343091,2020-2021,District of Columbia Public Schools,1,Inspiring Youth Program,480,Alternative,295133,402049.46,135066.23,20003,,,,N/A
-77.04437954,38.91731699,99,Oyster-Adams Bilingual School (Adams),TRUE,FALSE,2020 19TH STREET NW,Middle School,MS,Active,202-673-7311,674, ,dcps_949,http://oysteradamsbilingual.org/,201,292,N,,,,,-77.04437725,38.91730954,2020-2021,"District of Columbia Public Schools
",1,Oyster-Adams Bilingual School,201,4th-8th,294534,396151.48,138827.7,20009,6,34,,DGS_0380.0
-76.9923186,38.93228384,100,Luke C. Moore High School,FALSE,FALSE,1001 MONROE STREET NE,Youth Engagement,YE,Active,202-281-3600,266, ,dcps_884,http://profiles.dcps.dc.gov/Luke+C.+Moore+High+School,884,884,N,,,,,-76.99231633,38.93227638,2020-2021,District of Columbia Public Schools,1,Luke C. Moore High School,884,9th-12th,294504,400666.21,140488.24,20017,,,,DGS_0205.0
-77.06803942,38.96663502,101,Lafayette Elementary School,TRUE,FALSE,5701 BROAD BRANCH ROAD NW,Elementary School,ES,Active,202-282-0116,761, ,dcps_261,http://www.lafayettehsa.org,261,261,N,486,1931,113600,550,-77.06803712,38.96662755,2020-2021,District of Columbia Public Schools,1,Lafayette Elementary School,261,PK4-5th,294611,394103.71,144303.7,20015,,100,,DGS_0690.0
-76.98290659,38.89738347,102,Miner Elementary School,TRUE,FALSE,601 15TH STREET NE,Elementary School,ES,Active,202-397-3960,384, ,dcps_280,http://www.minerelementary.org/,280,280,N,,,,,-76.98290432,38.89737602,2020-2021,District of Columbia Public Schools,1,Miner Elementary School,280,PK3-5th,289548,401483,136614.12,20002,46,47,,DGS_0696.0
-76.99718101,38.83774531,103,Hart Middle School,FALSE,FALSE,601 MISSISSIPPI AVENUE SE,Middle School,MS,Active,202-671-6426,349, ,dcps_413,http://www.charleshartmiddle.org/,413,413,Y,1110,1956,210700,550,-76.99717875,38.83773787,2020-2021,District of Columbia Public Schools,1,Hart Middle School,413,6th-8th,5534,400244.94,129993.71,20032,,,,DGS_0698.0
-77.01924088,38.96586474,104,Whittier Education Campus,TRUE,FALSE,6201 5TH STREET NW,Elementary School,ES,Active,202-576-6156,341, ,dcps_338,http://www.whittierdc.org/,338,338,Y,517,1926,66600,600,-77.0192386,38.96585727,2020-2021,District of Columbia Public Schools,1,Whittier Education Campus,338,PK3-8th,294614,398332.71,144216.17,20011,28,26,,DGS_0706.0
-77.02861484,38.91390875,105,Garrison Elementary School,TRUE,FALSE,1200 S STREET NW,Elementary School,ES,Active,202-673-7263,253, ,dcps_239,http://www.garrisonelementary.org/,239,239,N,474,1964,60200,325,-77.02861256,38.91390129,2020-2021,District of Columbia Public Schools,1,Garrison Elementary School,239,PK3-5th,294509,397518.52,138448.81,20009,44,44,,DGS_0242.0